Timestamp,Page_Name,Network_Type,Page_Load_Time_ms,LCP_ms,API_Latency_ms,Total_Page_Size_KB,Scenario,Commit_ID,Is_Regression
2026-02-18 09:58:02,About,WiFi,238.1,404,0,793.9,payload_bloat,large_json_import,1
2026-02-18 09:58:10,Products,WiFi,7446.7,7732,0,699.56,payload_bloat,large_json_import,1
2026-02-18 09:58:20,Homepage,3G,9739.6,9028,193.7,810.64,payload_bloat,large_json_import,1
2026-02-18 09:58:29,Products,3G,7331.3,7588,0,700.19,payload_bloat,large_json_import,1
2026-02-18 09:58:30,Homepage,WiFi,305.7,400,19.4,810.63,payload_bloat,large_json_import,1
2026-02-18 09:58:31,About,WiFi,249.7,348,0,793.9,payload_bloat,large_json_import,1
2026-02-18 09:58:41,Homepage,3G,9360.4,8648,183.4,810.64,payload_bloat,large_json_import,1
2026-02-18 09:58:44,About,4G,1859.5,1732,0,793.9,payload_bloat,large_json_import,1
2026-02-18 09:58:52,Products,3G,7318.5,7576,0,700.19,payload_bloat,large_json_import,1
2026-02-18 09:58:53,Homepage,WiFi,309.6,416,20.2,810.64,payload_bloat,large_json_import,1
2026-02-18 09:59:03,Homepage,3G,9379.5,8664,190.7,810.63,payload_bloat,large_json_import,1
2026-02-18 09:59:13,About,3G,9194.4,8468,0,793.9,payload_bloat,large_json_import,1
2026-02-18 09:59:22,Products,3G,7312.7,7548,0,700.19,payload_bloat,large_json_import,1
2026-02-18 09:59:32,Homepage,3G,9394.1,8684,175.8,810.63,payload_bloat,large_json_import,1
2026-02-18 09:59:33,Homepage,WiFi,302.1,416,23,810.62,payload_bloat,large_json_import,1
2026-02-18 09:59:43,Homepage,3G,9338.3,8632,183.8,810.63,payload_bloat,large_json_import,1
2026-02-18 09:59:44,About,WiFi,319.1,424,0,793.91,payload_bloat,large_json_import,1
2026-02-18 09:59:46,Products,4G,1533.6,1692,0,699.56,payload_bloat,large_json_import,1
2026-02-18 09:59:49,Homepage,4G,1956.7,1856,34.9,810.64,payload_bloat,large_json_import,1
2026-02-18 09:59:58,Products,3G,7522.8,7768,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:00:01,Homepage,4G,2120.2,1996,30.4,810.63,payload_bloat,large_json_import,1
2026-02-18 10:00:02,Homepage,WiFi,523.9,632,20.4,810.61,payload_bloat,large_json_import,1
2026-02-18 10:00:03,About,WiFi,601.8,696,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:00:13,Homepage,3G,9673.1,8972,194.1,810.62,payload_bloat,large_json_import,1
2026-02-18 10:00:24,Homepage,3G,9471.7,8764,188,810.63,payload_bloat,large_json_import,1
2026-02-18 10:00:33,Products,3G,7474.2,7752,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:00:42,Products,3G,7493.8,7748,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:00:44,About,4G,1882.7,1752,0,793.91,payload_bloat,large_json_import,1
2026-02-18 10:00:45,Homepage,WiFi,583.5,696,18.6,810.62,payload_bloat,large_json_import,1
2026-02-18 10:00:55,Products,3G,7519.3,7768,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:00:57,Products,4G,1744.3,1900,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:01:06,Products,3G,7547.4,7804,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:01:07,About,WiFi,577,684,0,793.91,payload_bloat,large_json_import,1
2026-02-18 10:01:09,Products,WiFi,516.8,648,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:01:10,About,WiFi,365,476,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:01:20,About,3G,9425.6,8708,0,793.89,payload_bloat,large_json_import,1
2026-02-18 10:01:30,Homepage,3G,9617.4,8892,186.6,810.64,payload_bloat,large_json_import,1
2026-02-18 10:01:31,About,WiFi,771.7,904,0,793.91,payload_bloat,large_json_import,1
2026-02-18 10:01:33,About,WiFi,948.8,1080,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:01:42,Products,3G,7733.7,7972,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:01:52,Products,3G,7535.3,7788,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:02:01,About,3G,9361.9,8648,0,793.91,payload_bloat,large_json_import,1
2026-02-18 10:02:03,Products,WiFi,429.9,548,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:02:13,About,3G,9338.7,8628,0,793.89,payload_bloat,large_json_import,1
2026-02-18 10:02:14,Homepage,WiFi,455.3,552,18.8,810.63,payload_bloat,large_json_import,1
2026-02-18 10:02:16,Homepage,4G,2113.9,1992,37.6,810.62,payload_bloat,large_json_import,1
2026-02-18 10:02:19,Products,4G,1710.7,1864,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:02:20,Homepage,WiFi,564.5,668,23.3,810.63,payload_bloat,large_json_import,1
2026-02-18 10:02:23,Homepage,4G,2111.4,1988,36.1,810.63,payload_bloat,large_json_import,1
2026-02-18 10:02:33,Homepage,3G,9472.9,8756,194.6,810.63,payload_bloat,large_json_import,1
2026-02-18 10:02:43,About,3G,9358.2,8636,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:02:44,About,WiFi,491,572,0,793.9,payload_bloat,large_json_import,1
2026-02-18 10:02:45,Homepage,WiFi,442.7,540,36.6,810.62,payload_bloat,large_json_import,1
2026-02-18 10:02:48,Homepage,4G,2107,1992,40.4,810.63,payload_bloat,large_json_import,1
2026-02-18 10:02:50,Products,4G,1703.3,1856,0,699.56,payload_bloat,large_json_import,1
2026-02-18 10:02:53,About,4G,1852.6,1744,0,793.91,payload_bloat,large_json_import,1
2026-02-18 10:03:03,About,3G,9230.4,8504,0,793.89,payload_bloat,large_json_import,1
2026-02-18 10:03:12,Products,3G,7480,7728,0,700.19,payload_bloat,large_json_import,1
2026-02-18 10:03:14,Homepage,4G,2128.5,2000,37.3,810.63,payload_bloat,large_json_import,1
